Latin_Name,Common_Name,Family_Name,Former_Latin_Name,Plant_Type,Bloom_Time,Flower_Color,Size_at_Maturity,Climate_Appropriate_Plants,Plant_Communities,Suitable_Site_Conditions,Soil_Type,Pruning_Needs,Water_Needs,Habitat_Value,Associated_Wildlife,Stormwater_Benefit,Stormwater_int,Appropriate_Location,Suggested_Green_Connection_Routes,Street_Tree_List,Additional_Characteristices_Notes,Nurseries,PhotoCredit01,PhotoCredit02,PhotoCredit03,PhotoCredit04,Additional_Species_Cultivars_Varieties,Special_List,Habitat,Habitat_int,Thrifty150,Thrifty150_int,Sidewalk_Landscaping_Plants,Sidewalk_Landscaping_Plants_int,Super60,Super60_int,Top20,Top20_int,Shady_Clay,Shady_Clay_int,Sandy_Soil,Sandy_Soil_int
Ceanothus gloriosus,Point Reyes Ceanothus,Rhamnaceae,,Shrub (evergreen),Spring;Winter,Blue;Purple,1-3 ft,CA Native,Chaparral;Coastal scrub;Woodland,Sun;Part shade,Clay;Loam;Sand,,None,Pollinator,Humminbirds;Bees;Butterflies;Bees,Yes,1,Sidewalk;Garden,4,NA,,,©2011 Thomas Reyes,©2006 Doreen L. Smith,©2012 Aaron Arthur,©2008 Jorg Fleige,,,Yes,1,,,Yes,1,,,,,,,,
Cynoglossum grande,Hound's Tongue,Boraginaceae,,Perennial,Spring,Blue;Purple,1-3 ft,SF Native,Woodland;Chaparral;Coastal scrub,Part shade;Shade,Clay;Loam,,Low,Pollinator,"Bees, Butterflies, Birds",No,0,Sidewalk;Garden,NA,NA,,,©2003 Russell Towle,©1995 Saint Mary's College of California,©2002 Lindsay Herrera,©2002 George Jackson,,,Yes,1,,,Yes,1,,,,,,,,
Eriogonum fasciculatum,California Buckwheat,Polygonaceae,,Shrub (evergreen),Spring;Summer;Fall,Pink;White,1-3 ft,CA Native,Coastal scrub;Grassland;Woodland,Sun,Clay;Loam;Sand,,None,Pollinator,"Butterflies;Bees,Birds",Yes,1,Sidewalk;Garden,20,NA,,,©2002 Lynn Watson,©2002 Lynn Watson,©2002 Hartmut Wisch,©2005 California Academy of Sciences,,,Yes,1,,,Yes,1,,,,,,,,
Eriogonum giganteum,California Buckwheat;St. Catherine's Lace?,Polygonaceae,,Shrub (evergreen),Spring;Summer,White;Red,4-6 ft,CA Native,Chaparral;Coastal scrub,Sun,Clay;Loam;Sand,,None,Pollinator,Butterflies; Bees,Yes,1,Sidewalk;Garden,20,NA,,,©2010 Gary A. Monroe,©2003 Michael Charters,©2009 Aaron Arthur,©2010 Gary A. Monroe,,,Yes,1,,,Yes,1,,,,,,,,
Eriogonum umbellatum,Sulphurflower buckwheat,Polygonaceae,,Perennial,Summer,Yellow,1-3 ft,CA Native,Chaparral,Sun,Clay;Loam;Sand,,None,Pollinator,Butterflies;Bees;Birds,No,0,Roof;Sidewalk;Garden,20,NA,,,©1995 Saint Mary's College of California,©2003 Christopher L. Christie,©2003 Christopher L. Christie,©2005 California Academy of Sciences,,,Yes,1,,,Yes,1,,,,,,,,
Juncus effusus,Common rush,Juncaceae,,Grass,Summer,,1-3 ft,SF Native,Riparian;Wetland;Woodland,Sun;Part shade,Clay;Loam,,Moderate,,,No,0,Sidewalk;Garden,NA,NA,Shelter for birds,,©2010 Louis-M. Landry,©2008 Dr. Amadej Trnkoczy,©2008 Dr. Amadej Trnkoczy,©2007 Louis-M. Landry,,,Yes,1,,,Yes,1,,,,,,,,
Lathyrus vestitus,Wild Pea,Fabaceae,,Vine,Spring,Magenta;Purple,7-12 ft,SF Native,Chaparral;Woodland;Coastal scrub,Sun;Part Shade,Clay;loam,,Low,Pollinator,Birds;Hummingbirds;Butterflies,No,0,Garden;Sidewalk;Roof,NA,NA,Climbing,,©1995 Saint Mary's College of California,©1995 Saint Mary's College of California,©1995 Saint Mary's College of California,©2002 Lynn Watson,,,Yes,1,,,Yes,1,,,,,,,,
Leptosiphon grandiflorus,Large-flower linanthus,Polemoniaceae,Linanthus grandiflorus,Annual,Spring,Pink;White,< 1 ft,SF Native,Coastal scrub;Grassland/prairie,Sun,Clay;Sand,,None,,,No,0,Sidewalk;Garden;Roof,NA,NA,CNPS Rare Plant,,©2013 John Doyen,©2009 Barry Breckling,©1995 Saint Mary's College of California, ©2003 Doreen L. Smith,,,Yes,1,,,Yes,1,,,,,,,,
Ribes aureum,Golden Currant,Grossulariaceae,,Shrub (deciduous),Spring,Yellow,4-6 ft,CA Native,Riparian;Woodland,Sun;Part shade,Clay;Loam;Sand,,Low,Fruit;Pollinator,Birds;Hummingbirds;Butterflies;Bees,Yes,1,Sidewalk;Garden,20,NA,,,©1987 Gary A. Monroe,©1987 Gary A. Monroe,©2005 Steve Matson,©1995 Saint Mary's College of California,,,Yes,1,,,Yes,1,,,,,,,,
Salvia mellifera,Black sage,Lamiaceae,,Shrub (evergreen),Spring;Summer,White;Purple,4-6 ft,CA Native,Coastal scrub;Chaparral,Sun;Part shade,Clay;Sand,,None,Fruit;Pollinator,Hummingbirds;Butterflies;Birds,No,0,Garden;Sidewalk;Roof,20,NA,Groundcover;Good for erosion control,,©2004 Hartmut Wisch,©2006 Steve Matson,©2008 Gary McDonald,©2006 Steve Matson,,,Yes,1,,,Yes,1,,,,,,,,
Nepeta cataria,Catnip,Lamiaceae,,Perennial,Summer;Fall,Blue;Purple;White,1-3 ft,Exotic,,Sun;Part Shade,Sand;Loam,,None,Pollinator,Bees,,,Sidewalk;Garden,NA,NA,,,©2013 Al Keuter,©2013 Al Keuter,,,,,Yes,1,,,Yes,1,,,,,,,,
Silene laciniata,California Indian Pink,Caryophyllaceae,,Perennial,Summer,Red,1-3 ft,CA Native,Coastal scrub;Chaparral,Sun;Part shade,Clay;Sand,,None,Pollinator,Hummingbirds;Butterflies,No,0,Garden;Sidewalk;Roof,NA,NA,,,©2002 Brad Kelley,©1995 Saint Mary's College of California,©2006 Matt Below,©2001 California Academy of Sciences,,,Yes,1,,,Yes,1,,,,,,,,
Lonicera hispidula,California Honeysuckle,Caprifoliaceae,,Vine,Summer,Pink,7-12 ft,SF Native,Coastal scrub;Woodland;Riparian,Sun;Part shade;Shade,Clay;Loam,,Low,Fruit,Birds;Hummingbirds,No,0,Garden;Roof,4,NA,Climbing,,©2003 Margo Bors,©2005 California Academy of Sciences,©2006 Matt Below,©2005 Jerry Murray,,Shady Clay,Yes,1,,,,,,,,,Shady Clay,1,,
Thuja occidentalis,American arborvitae,Cupressaceae,,Tree (evergreen),Spring,,Full Grown Tree,Exotic,,Sun;Part Shade;Shade,Clay;Loam,,None,Pollinator;Cover;Nesting,,Yes,1,Garden,NA,NA,,,© 2012 Tom Potterfield,©2009 Forest and Kim Starr,,,,,,,,,,,,,,,,,,
Lavandula angustifolia 'Hidcote Superior',English Lavender,Lamiaceae,,Shrub (evergreen),Summer;Fall,Indigo,1-3 ft,Exotic,,Sun,Sand;Loam,,None,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,NA,NA,,,©2006 Luigi Rignanese,©2006 Luigi Rignanese,,,,,Yes,1,,,Yes,1,,,,,,,,
Lavandula 'Goodwin Creek Grey',Goodwin Creek Lavender,Lamiaceae,,Shrub (evergreen),Spring;Summer;Fall;Winter,Purple,1-3 ft,Exotic,,Sun,Sand;Loam,,None,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,NA,NA,,,©2012 Couleur Lavande,©2012 Couleur Lavande,,,,,Yes,1,,,Yes,1,,,,,,,,
Lavandula stoechas 'Alba',Spanish White Lavender,Lamiaceae,,Shrub (evergreen),Spring;Fall,White,1-3 ft,Exotic,,Sun,Sand;Loam,,None,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,NA,NA,,,www.smgrowers.com,©2015 KM,,,,,Yes,1,,,Yes,1,,,,,,,,
Lavandula stoechas 'Willow Vale',Spanish Lavender,Lamiaceae,,Shrub (evergreen),spring;summer,Purple,1-3 ft,Exotic,,Sun,Sand;Loam,,None,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,NA,NA,,,www.smgrowers.com,www.smgrowers.com,,,,,Yes,1,,,Yes,1,,,,,,,,
Lavandula dentata var. candicans,French Lavender,Lamiaceae,,Shrub (evergreen),Spring;Summer;Fall;Winter,Purple,1-3 ft,Exotic,,Sun,Sand;Loam,,None,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,NA,NA,,,www.smgrowers.com,www.smgrowers.com,,,,,Yes,1,,,Yes,1,,,,,,,,
Leucadendron Salignum,Common Sunshine Conebush,Proteaceae,,Shrub (evergreen),Winter,Red,4-6 ft,Exotic,,Sun,Sand;Loam,,None,,,,,Sidewalk;Garden,NA,NA,,,©2014 Zoya Akulova,©2014 Zoya Akulova,,,,,,,,,Yes,1,,,,,,,,
Lupinus propinquus  ,Violet-flowered Lupine,Fabaceae,,Perennial,spring;summer,Purple,4-6 ft,CA Native,,Sun,,,None,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,NA,NA,,,©2010 Zoya Akulova,©2009 James Gaither,,,,,Yes,1,,,Yes,1,,,,,,,,
Malvastrum lateritium,Trailing mallow,Malvaceae,,Shrub (evergreen),Summer;Fall,Pink,< 1 ft,Exotic,,Sun,clay;loam,,None,,,,,Sidewalk;Garden,NA,NA,,,©2005 Titanium22,©2005 Titanium22,,,,,,,,,Yes,1,,,,,,,,
Muhlenbergia lindheimeri,Lindheimer's muhly grass,Poaceae,,Grass,Fall;Winter,Gray,4-6 ft,Exotic,,Sun;Part Shade,Clay,,None,,,,,Sidewalk;Garden,NA,NA,,,©1989 Katy Kramer McKinney,©2012 Lee Page,,,,,,,,,Yes,1,,,,,,,,
Myoporum parvifolium,Myoporum,Myoporaceae,,Shrub (evergreen),summer,White,< 1 ft,Exotic,,Sun;Part Shade,Sand;Loam,,None,,,,,Sidewalk;Garden,NA,NA,,,©2011 Arthur Chapman,©2011 Arthur Chapman,,,,,,,,,Yes,1,,,,,,,,
Myrtus communis,Common Myrtle,Myrtaceae,,Shrub (evergreen),Spring;Summer,White,4-6 ft,Exotic,,Sun;Part Shade,Sand;Loam,,None,Pollinator;Fruit,Birds,,,Sidewalk;Garden,NA,NA,,,©2016 Zoya Akulova,©2009 Zoya Akulova,,,,,Yes,1,,,Yes,1,,,,,,,,
Oenothera elata ssp. hirsutissima,Hairy Evening Primrose,Onagraceae,,Perennial,Summer;Fall,Yellow,1-3 ft,CA Native,,Sun;Part Shade,Sand;Loam,,None,Pollinator,Hummingbirds,,,Sidewalk;Garden,NA,NA,,,©2010 Zoya Akulova,©2010 Leonora Ellie Enking,,,,,Yes,1,,,Yes,1,,,,,,,,
Pelargonium sidioides,Geranium,Geraniaceae,,Perennial,Spring;Summer;Fall;Winter,Magenta,< 1 ft,Exotic,,Sun;Part Shade,Sand;Loam,,Low,,,,,Sidewalk;Garden,NA,NA,,,©2009 Stickpen,©2008 Peganum,,,,,,,,,Yes,1,,,,,,,,
Philotheca verrucosa 'Starbright',Fairy Wax Flower,Rutaceae,,Shrub (evergreen),Spring;Winter,Pink,4-6 ft,Exotic,,Sun;Shade,Clay;Loam;Sand;Rock,,None,,,,,Sidewalk;Garden,NA,NA,,,©2010 Nathan Johnson,©2012 Nuytsia@Tas,,,,,,,,,Yes,1,,,,,,,,
Phlomis lanata,Small Jerusalem Sage,Lamiaceae,,Shrub (evergreen),Spring;Summer;Fall;Winter,Yellow,1-3 ft,Exotic,,Sun,Clay;Sand;Loam,,None,,,,,Sidewalk;Garden,NA,NA,,,©2010 Zoya Akulova,©2013 Peganum,,,,,,,,,Yes,1,,,,,,,,
Phormium 'Dusky Chief',New Zealand Flax,Phormiaceae,,Perennial,,Red/Brown,1-3 ft,Exotic,,Sun;Part Shade,Sand;Loam,,Low,,,,,Sidewalk;Garden,NA,NA,,,www.smgrowers.com,plantexpress.com,,,,,,,,,Yes,1,,,,,,,,
Phormium 'Jack Spratt',New Zealand Flax,Phormiaceae,,Perennial,,,1-3 ft,Exotic,,Sun;Part Shade,Sand;Loam,,Low,,,,,Sidewalk;Garden,NA,NA,,,www.smgrowers.com,http://shop.monrovia.com,,,,,,,,,Yes,1,,,,,,,,
Phormium 'Tiny Tiger',Dwarf Variegated New Zealand Flax,Phormiaceae,,Perennial,Spring;Summer,Yellow,< 1 ft,Exotic,,Sun;Shade,Sand;Loam,,Low,,,,,Sidewalk;Garden,NA,NA,,,www.smgrowers.com,krispgarden.blogspot.com,,,,,,,,,Yes,1,,,,,,,,
Phormium 'Yellow Wave',New Zealand Flax,Phormiaceae,,Perennial,,,1-3 ft,Exotic,,Sun;Part Shade,Sand;Loam,,Low,,,,,Sidewalk;Garden,NA,NA,,,©2013 Pepinieriste 85,©1998 forest and kim Starr,,,,,,,,,Yes,1,,,,,,,,
Phyla nodiflora,Turkey Tangle Fogfruit,Verbenaceae,,Perennial,Spring;Summer;Fall,Purple;Pink,< 1 ft,CA Native,Wetland;Riparian,Sun,Sand;Loam,,Low,Pollinator,Butterflies;Bees,,,Sidewalk;Garden,NA,NA,,,©2012 Jean Pawek,©2009 Keir Morse,,,,,Yes,1,,,Yes,1,,,,,,,,
Plantago erecta,Prarie Plantain,Plantaginaceae,,Annual,Spring,White,< 1 ft,SF Native,Coastal scrub;Woodland;Chaparral;Dunes,Sun,Clay;Sand,,None,Pollinator,Butterflies,,,Garden;Sidewalk;Roof,NA,NA,,,©2008 Steve Matson,©2008 Steve Matson,,,,,Yes,1,,,Yes,1,,,,,,,,
Potentilla fruticosa,Shrubby Cinquefoil,Rosaceae,Dasiphora fruticosa,Shrub (evergreen),Summer;Fall,Yellow,< 1 ft,CA Native,,Sun;Shade,Sand;Loam,,None,Pollinator,Bees,,,Sidewalk;Garden,NA,NA,,,©2015 Barry Breckling,©2015 Barry Breckling,,,,,Yes,1,,,Yes,1,,,,,,,,
Rhagodia spinescens,Australian Thorny Saltbush,Chenopodiaceae,,Shrub (evergreen),,,1-3 ft,Exotic,,Sun,Sand;Loam,,None,,,,,Sidewalk;Garden,NA,NA,,,©2013 Tony Rodd,©2013 Tony Rodd,,,,,,,,,Yes,1,,,,,,,,
Rhaphiolepis Indica 'Ballerina',Indian hawthorn,Rosaceae,,Shrub (evergreen),Spring;Fall,Pink,1-3 ft,Exotic,,Sun;Part Shade,Sand;Loam,,None,Pollinator,Butterflies;Bees,,,Sidewalk;Garden,NA,NA,,,©2006 Stan Shebs,©2006 Stan Shebs,,,,,Yes,1,,,Yes,1,,,,,,,,
Rosmarinus officinalis 'Prostratus',"Prostrate Rosemary, Creeping Rosemary",Lamiaceae,,Perennial,Summer;Fall,Blue;Purple,1-3 ft,Exotic,,Sun;Part Shade,Sand;Loam,,None,Pollinator,Butterflies;Bees,,,Sidewalk;Garden,NA,NA,,,©2012 Leonora Ellie Enking,©2010 Leonora Ellie Enking,,,,,Yes,1,,,Yes,1,,,,,,,,
Rubus pentalobus,Bramble,Rosaceae,,Shrub (evergreen),Summer,White,< 1 ft,Exotic,,Sun;Part Shade,Sand;Loam,,None,Pollinator,,,,Sidewalk;Garden,NA,NA,,,©2015 Andrey Zharkikh,©2015 Andrey Zharkikh,,,,,Yes,1,,,Yes,1,,,,,,,,
Rudbeckia californica,California coneflower,Asteraceae,,Perennial,Summer;Fall,Yellow,4-6 ft,CA Native,,Sun;Shade,Sand;Loam,,None,Pollinator,Butterflies,,,Sidewalk;Garden,NA,NA,,,©2010 Jean Pawek,©2010 Jean Pawek,,,,,Yes,1,,,Yes,1,,,,,,,,
Salvia 'Bee's Bliss',Bee's Bliss Sage,Lamiaceae,,Perennial,Spring,purple;blue,1-3 ft,CA Native,,Sun,Sand;Loam,,None,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,NA,NA,,,©2016 Katie Hetrick,©2016 Katie Hetrick,,,,,Yes,1,,,Yes,1,,,,,,,,
Salvia greggii 'Alba',Autumn Sage,Lamiaceae,,Shrub (evergreen),Summer;Fall,White,1-3 ft,Exotic,,Sun,Sand;Loam,,None,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,NA,NA,,,©2016 Meneerke Bloem,©2016 Meneerke Bloem,,,,,Yes,1,,,Yes,1,,,,,,,,
Salvia greggii 'Salmon',Salmon Texas Sage,Lamiaceae,,Shrub (evergreen),Spring;Fall,Pink,1-3 ft,Exotic,,Sun,Sand;Loam,,None,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,NA,NA,,,www.smgrowers.com,www.smgrowers.com,,,,,Yes,1,,,Yes,1,,,,,,,,
Salvia leucantha,"Mexican Bush Sage, Velvet Sage",Lamiaceae,,Shrub (evergreen),Summer;Fall,White;Purple,4-6 ft,Exotic,,Sun,Sand;Loam,,None,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,NA,NA,,,©2006 Eric Hunt,©2010 Mathesont,,,,,Yes,1,,,Yes,1,,,,,,,,
Santolina chamaecyparissus,Lavender Cotton,Asteraceae,,Shrub (evergreen),Spring;Summer,Yellow,1-3 ft,Exotic,,Sun,Sand;Loam,,None,,,,,Sidewalk;Garden,NA,NA,,,©2006 Luigi Rignanese,©2012 Richard Spellenberg,,,,,,,,,Yes,1,,,,,,,,
Scilla peruviana    ,Peruvian Scilla,Hyacinthaceae,,Perennial,Spring,Purple;blue,< 1 ft,Exotic,,Sun;Part Shade,Sand;Loam,,Low,,,,,Sidewalk;Garden,NA,NA,,,©2012 Zoya Akulova,©2008 Sean A. O'Hara,,,,,,,,,Yes,1,,,,,,,,
Sedum pachyphyllum,Stonecrop,Crassulaceae,,Succulent,Summer,Yellow,1-3 ft,Exotic,,Sun,Sand;Loam,,None,,,,,Roof;Sidewalk;Garden,NA,NA,,,©2008 Ecos de Pedra,©2008 Joe Mud,,,,,,,,,Yes,1,,,,,,,,
Sedum palmeri,Hens and Chicks,Crassulaceae,,Succulent,Spring;Winter,Yellow,< 1 ft,Exotic,,Sun;Shade,Sand;Loam,,None,,,,,Roof;Sidewalk;Garden,NA,NA,,,©2013 Zoya Akulova,©2013 Zoya Akulova,,,,,,,,,Yes,1,,,,,,,,
Sedum rubrotinctum,Pork and Beans,Crassulaceae,,Succulent,Spring;Winter,Yellow,< 1 ft,Exotic,,Part Shade,Sand;Loam,,None,,,,,Garden;Sidewalk;Roof,NA,NA,,,©2014 Zoya Akulova,©2010 Zoya Akulova,,,,,,,,,Yes,1,,,,,,,,
Silene californica ,California Indian Pink,Caryophyllaceae,,Perennial,Spring;Summer,Red,1-3 ft,CA Native,Coastal scrub;Chaparral;Woodland,Sun;Part Shade,Sand;Loam,,None,Pollinator,Hummingbirds,,,Sidewalk;Garden,NA,NA,,,©2015 Barry Breckling,©2015 Barry Breckling,,,,,Yes,1,,,Yes,1,,,,,,,,
Sempervivum montanum,Houseleek,Crassulaceae,,Succulent,Summer,Magenta,< 1 ft,Exotic,,Sun;Part Shade,Sand;Loam,,None,,,,,Sidewalk;Garden,NA,NA,,,©2010 Joan Simon,©2010 Joan Simon,,,,,,,,,Yes,1,,,,,,,,
Senecio amaniensis,Amani Senecio,Asteraceae,,Succulent,Summer,Orange,1-3 ft,Exotic,,Sun,Sand;Loam,,None,,,,,Sidewalk;Garden,NA,NA,,,©2015 Gael Rakotovao,,,,,,,,,,Yes,1,,,,,,,,
Senecio cineraria,Dusty Miller,Asteraceae,Jacobaea maritima,Succulent,Spring;Summer;Fall;Winter,White,1-3 ft,Exotic,,Sun,Sand;Loam,,Low,,,,,Sidewalk;Garden,NA,NA,,,©2014 Cerlin Ng,©2010 Ecos De Pedra,,,,,,,,,Yes,1,,,,,,,,
Senecio mandraliscae,Blue finger,Asteraceae,,Succulent,Summer,White,1-3 ft,Exotic,,Sun,Sand;Loam,,None,Cover,,,,Sidewalk;Garden,NA,NA,,,©2008 Zoya Akulova,©2008 Zoya Akulova,,,,,,,,,Yes,1,,,,,,,,
Senecio scaposus,,Asteraceae,,Succulent,Summer,Yellow,< 1 ft,Exotic,,Sun;Part Shade,Sand;Loam,,None,,,,,Sidewalk;Garden,NA,NA,,,©2008 Zoya Akulova,©2014 Ezequiel Coelho,,,,,,,,,Yes,1,,,,,,,,
Solanum jasminoides,Potato Vine,Solanaceae, Solanum laxum,Vine,Summer;Fall,White,> 24 ft,Exotic,,Sun;Part Shade,Sand;Loam;Clay,,None,Cover;Nesting,,,,Sidewalk;Garden,NA,NA,,,©2010 Bri Weldon,©2010 Bri Weldon,,,,,,,,,Yes,1,,,,,,,,
Sollya heterophylla (Billardiera heterophylla),Australian Bluebell Creeper,Pittosporaceae,Billardiera heterophylla,Shrub (evergreen),Spring;Summer;Fall,Blue,1-3 ft,Exotic,,Part shade;Shade,Sand;Loam,,None,Pollinator,,,,Sidewalk;Garden,NA,NA,,,©2016 Alwyn Ladell,©2016 Alwyn Ladell,,,,,Yes,1,,,Yes,1,,,,,,,,
Stipa arundinacea,Feather Grass,Poaceae,,Grass,Summer,Brown;Green;Purple,1-3 ft,Exotic,,Sun,Sand;Loam;Clay,,None,,,,,Sidewalk;Garden,NA,NA,,,©2010 Bri Weldon,©2001 Bri Weldon,,,,,,,,,Yes,1,,,,,,,,
Tecomaria capensis,Cape Honeysuckle,Bignoniaceae,Tecoma capensis,Vine,Spring;Fall;Winter,Orange;Red,13-24 ft,Exotic,,Sun;Part Shade,Sand;Loam,,None,Pollinator;Cover;Nesting,Hummingbirds;butterflies,,,Sidewalk;Garden,NA,NA,,,©2006 Luigi Rignanese,©2006 Luigi Rignanese,,,,,Yes,1,,,Yes,1,,,,,,,,
Thymus serpyllum (var. 'Elfin'),Creeping Thyme,Lamiaceae,,Perennial,Summer,Pink,< 1 ft,Exotic,,Sun;Part Shade,Sand;Loam,,None,Pollinator;Cover,Bees,,,Sidewalk;Garden,NA,NA,,,©2009 Jason Hollinger,©2014 Andreas Rockstein,,,,,Yes,1,,,Yes,1,,,,,,,,
Trifolium repens,White Clover,Fabaceae,,Perennial,Summer,White,< 1 ft,Exotic,,Sun;Part Shade,Sand;Loam,,None,Pollinator,Bees,,,Sidewalk;Garden,NA,NA,,,©2007 Steve Matson, ©2011 Zoya Akulova,,,,,Yes,1,,,Yes,1,,,,,,,,
Verbena lilacina 'De La Mina',Cedros Island Verbena,Verbenaceae,,Perennial,Spring;summer,Purple,1-3 ft,CA Native,,Sun;Shade,Sand;Loam,,None,Pollinator,Butterflies;bees,,,Sidewalk;Garden,NA,NA,,,©2015 Jean Pawek,©2015 Jean Pawek,,,,,Yes,1,,,Yes,1,,,,,,,,
Penstemon heterophyllus varieties,Penstemon,Plantaginaceae,,Perennial,Spring;summer,Indigo;Blue;Ourple,1-3 ft,CA Native,,Sun;Part Shade,Sand;Loam,,None,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,NA,NA,,,©2010 Jean Pawek,©2016 Steven Thorsted,,,,,Yes,1,,,Yes,1,,,,,,,,
Linaria purpurea,Purple Toadflax,Plantaginaceae,,Perennial,Spring;Summer;Fall;Winter,Purple,,Exotic,,Sun,Sand;Loam,,None,Pollinator,Butterflies;bees,,,Garden,NA,NA,,,©2014 Zoya Akulova,©2014 Zoya Akulova,,,,,Yes,1,,,,,,,,,,,,
Rudbeckia hirta,Black-eyed Susan,Asteraceae,,Perennial,Spring;Summer;Fall;Winter,Yellow;Orange,1-3 ft,Exotic,,Sun,Clay;Sand;Loam,,None,Pollinator,Butterflies;bees,,,Garden,NA,NA,,, ©Nick Kurzenko,©Nick Kurzenko,,,,,Yes,1,,,,,,,,,,,,
Salvia 'Indigo Spires',Indigo Spires sage,Lamiaceae,,Perennial,Spring;Summer;Fall;Winter,Blue;Purple;White,1-3 ft,Exotic,,Sun;part shade,Sand;Loam,,None,Pollinator,Bees,,,Garden,NA,NA,,,©2009 Sage K.,©2008 Jeffrey,,,,,Yes,1,,,,,,,,,,,,
Phacelia cicutaria,Caterpillar phacelia,Boraginaceae,,Annual,Spring;Summer,White,1-3 ft,CA Native,,Sun,Sand;Loam,,None,Pollinator,Bees,,,Garden,NA,NA,,,©2004 Cheri Miller,©2011 Jean Pawek,,,,,Yes,1,,,,,,,,,,,,
Phacelia tanacetifolia,Tansy phacelia,Boraginaceae,,Annual,Spring;Summer,Purple,1-3 ft,CA Native,,Sun,Sand;Loam,,None,Pollinator,Bees,,,Garden,NA,NA,,,©2007 Luigi Rignanese,©2007 Luigi Rignanese,,,,,Yes,1,,,,,,,,,,,,
Salvia brandegeei,Brandegee sage,Lamiaceae,,Perennial,Spring;Summer;Fall;Winter,White,1-3 ft,CA Native,Coastal scrub;Chaparral;Woodland,Sun,Sand;Loam,,None,Pollinator,Butterflies;Bees;Hummingbirds,,,Garden;Roof,NA,NA,,,©2010 Gary A. Monroe,©2010 Gary A. Monroe,,,,,Yes,1,,,,,,,,,,,,
Salvia munzii,Munz's sage,Lamiaceae,,Perennial,Spring;Summer;Fall;Winter,Purple,4-6 ft,CA Native,,Sun,Sand;Loam,,None,Pollinator,Butterflies;Bees;Hummingbirds,,,Garden,NA,NA,,,©2002 Dean Wm. Taylor,©2007 Dick Clubert,,,,,Yes,1,,,,,,,,,,,,
Phacelia distans,Distant phacelia,Boraginaceae,,Annual,Spring;Summer,White;Ourple,1-3 ft,SF Native,Grassland/prairie;Chaparral;Woodland,Sun;Shade,Sand;Loam,,None,Pollinator,Bees,,,Garden,NA,NA,,,©2012 Keir Morse,©2012 Keir Morse,,,,,Yes,1,,,,,,,,,,,,
Phacelia viscida,Sticky phacelia,Boraginaceae,,Annual,Spring;Summer,Indigo,1-3 ft,CA Native,,Sun,Sand;Loam,,None,Pollinator,Bees,,,Garden,NA,NA,,,©2012 Jean Pawek,©2012 Jean Pawek,,,,,Yes,1,,,,,,,,,,,,
Bidens aurea,Arizona beggarticks,Asteraceae,,Perennial,Summer;Fall,Yellow,1-3 ft,Exotic,,Sun,Sand;Loam,,Low,Pollinator,Bees,,,Garden,NA,NA,,,©2016 Wynn Anderson,©2016 Wynn Anderson,,,,,Yes,1,,,,,,,,,,,,
Gaillardia aristata,Blanket flower,Asteraceae,,Perennial,Summer;Fall,Orange;Yellow;Red,1-3 ft,Exotic,,Sun,Sand;Loam,,None,Pollinator,Bees,,,Garden,NA,NA,,,©2012 Zoya Akulova,©2012 Zoya Akulova,,,,,Yes,1,,,,,,,,,,,,
Helianthus annuus,Sunflower,Asteraceae,,Annual,Summer;Fall,Yellow,1-3 ft,CA Native,Wetland;riparian,Sun,Sand;Loam,,Low,Pollinator,Butterflies;bees,,,Garden,NA,NA,,,©2016 Richard Spellenberg,©2016 Steven Thorsted,,,,,Yes,1,,,,,,,,,,,,
Salvia uliginosa,Bog sage,Lamiaceae,,Perennial,Summer;Fall,Blue,1-3 ft,Exotic,,sun;part shade,Sand;Loam,,Moderate,Pollinator,Bees,,,Garden,NA,NA,,,©2012 Zoya Akulova,©2014 Scott Zona,,,,,Yes,1,,,,,,,,,,,,
Borago officinalis,Borage,Boraginaceae,,Annual,Spring,Blue,1-3 ft,Exotic,,Sun;part shade,Sand;Loam,,None,Pollinator,Bees,,,Garden,NA,NA,,,©2007 Luigi Rignanese,©2005 Luigi Rignanese,,,,,Yes,1,,,,,,,,,,,,
Calendula spp.,Pot Marigold,Asteraceae,,Perennial,Spring,Yellow;Orange,1-3 ft,Exotic,,Sun,Sand;Loam,,None,Pollinator,Bees,,,Garden,NA,NA,,,©2008 Naitokz,©2007 Keith Roper,,,,,Yes,1,,,,,,,,,,,,
Chilopsis linearis,Desert Willow,Bignoniaceae,,Perennial,Spring,White;pink,4-6 ft,CA Native,,Sun,Sand;Loam,,Low,Pollinator,Hummingbirds;Bees,,,Garden,NA,NA,,,©2013 Jean Pawek,©2012 Keir Morse,,,,,Yes,1,,,,,,,,,,,,
